Geslacht;Bedrijfstakken/branches (SBI 2008);Perioden;Onderwerp;Type werkenden;Waarde
Vrouwen;K Financiële dienstverlening;2017;Banen;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2017;Arbeidsjaren;Werknemers;77
Vrouwen;K Financiële dienstverlening;2017;Arbeidsjaren;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2017;Gewerkte uren;Werknemers;130
Vrouwen;K Financiële dienstverlening;2017;Gewerkte uren;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2018;Werkzame personen;Werknemers;90
Vrouwen;K Financiële dienstverlening;2018;Werkzame personen;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2018;Banen;Werknemers;92
Vrouwen;K Financiële dienstverlening;2018;Banen;Zelfstandigen;2
Vrouwen;K Financiële dienstverlening;2018;Arbeidsjaren;Werknemers;75
Vrouwen;K Financiële dienstverlening;2018;Arbeidsjaren;Zelfstandigen;1
Vrouwen;K Financiële dienstverlening;2018;Gewerkte uren;Werknemers;126
Vrouwen;K Financiële dienstverlening;2018;Gewerkte uren;Zelfstandigen;2
Vrouwen;L Verhuur en handel van onroerend goed;2013;Werkzame personen;Werknemers;29
Vrouwen;L Verhuur en handel van onroerend goed;2013;Werkzame personen;Zelfstandigen;4
Vrouwen;L Verhuur en handel van onroerend goed;2013;Banen;Werknemers;30
Vrouwen;L Verhuur en handel van onroerend goed;2013;Banen;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2013;Arbeidsjaren;Werknemers;22
Vrouwen;L Verhuur en handel van onroerend goed;2013;Arbeidsjaren;Zelfstandigen;2
Vrouwen;L Verhuur en handel van onroerend goed;2013;Gewerkte uren;Werknemers;36
Vrouwen;L Verhuur en handel van onroerend goed;2013;Gewerkte uren;Zelfstandigen;5
Vrouwen;L Verhuur en handel van onroerend goed;2014;Werkzame personen;Werknemers;29
Vrouwen;L Verhuur en handel van onroerend goed;2014;Werkzame personen;Zelfstandigen;3
Vrouwen;L Verhuur en handel van onroerend goed;2014;Banen;Werknemers;30
Vrouwen;L Verhuur en handel van onroerend goed;2014;Banen;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2014;Arbeidsjaren;Werknemers;22
Vrouwen;L Verhuur en handel van onroerend goed;2014;Arbeidsjaren;Zelfstandigen;2
Vrouwen;L Verhuur en handel van onroerend goed;2014;Gewerkte uren;Werknemers;36
Vrouwen;L Verhuur en handel van onroerend goed;2014;Gewerkte uren;Zelfstandigen;5
Vrouwen;L Verhuur en handel van onroerend goed;2015;Werkzame personen;Werknemers;29
Vrouwen;L Verhuur en handel van onroerend goed;2015;Werkzame personen;Zelfstandigen;3
Vrouwen;L Verhuur en handel van onroerend goed;2015;Banen;Werknemers;31
Vrouwen;L Verhuur en handel van onroerend goed;2015;Banen;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2015;Arbeidsjaren;Werknemers;22
Vrouwen;L Verhuur en handel van onroerend goed;2015;Arbeidsjaren;Zelfstandigen;2
Vrouwen;L Verhuur en handel van onroerend goed;2015;Gewerkte uren;Werknemers;37
Vrouwen;L Verhuur en handel van onroerend goed;2015;Gewerkte uren;Zelfstandigen;5
Vrouwen;L Verhuur en handel van onroerend goed;2016;Werkzame personen;Werknemers;29
Vrouwen;L Verhuur en handel van onroerend goed;2016;Werkzame personen;Zelfstandigen;4
Vrouwen;L Verhuur en handel van onroerend goed;2016;Banen;Werknemers;31
Vrouwen;L Verhuur en handel van onroerend goed;2016;Banen;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2016;Arbeidsjaren;Werknemers;23
Vrouwen;L Verhuur en handel van onroerend goed;2016;Arbeidsjaren;Zelfstandigen;3
Vrouwen;L Verhuur en handel van onroerend goed;2016;Gewerkte uren;Werknemers;37
Vrouwen;L Verhuur en handel van onroerend goed;2016;Gewerkte uren;Zelfstandigen;5
Vrouwen;L Verhuur en handel van onroerend goed;2017;Werkzame personen;Werknemers;30
Vrouwen;L Verhuur en handel van onroerend goed;2017;Werkzame personen;Zelfstandigen;4
Vrouwen;L Verhuur en handel van onroerend goed;2017;Banen;Werknemers;32
Vrouwen;L Verhuur en handel van onroerend goed;2017;Banen;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2017;Arbeidsjaren;Werknemers;23
Vrouwen;L Verhuur en handel van onroerend goed;2017;Arbeidsjaren;Zelfstandigen;3
Vrouwen;L Verhuur en handel van onroerend goed;2017;Gewerkte uren;Werknemers;39
Vrouwen;L Verhuur en handel van onroerend goed;2017;Gewerkte uren;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2018;Werkzame personen;Werknemers;31
Vrouwen;L Verhuur en handel van onroerend goed;2018;Werkzame personen;Zelfstandigen;3
Vrouwen;L Verhuur en handel van onroerend goed;2018;Banen;Werknemers;32
Vrouwen;L Verhuur en handel van onroerend goed;2018;Banen;Zelfstandigen;6
Vrouwen;L Verhuur en handel van onroerend goed;2018;Arbeidsjaren;Werknemers;24
Vrouwen;L Verhuur en handel van onroerend goed;2018;Arbeidsjaren;Zelfstandigen;3
Vrouwen;L Verhuur en handel van onroerend goed;2018;Gewerkte uren;Werknemers;39
Vrouwen;L Verhuur en handel van onroerend goed;2018;Gewerkte uren;Zelfstandigen;6
Vrouwen;M Specialistische zakelijke diensten;2013;Werkzame personen;Werknemers;193
Vrouwen;M Specialistische zakelijke diensten;2013;Werkzame personen;Zelfstandigen;92
Vrouwen;M Specialistische zakelijke diensten;2013;Banen;Werknemers;199
Vrouwen;M Specialistische zakelijke diensten;2013;Banen;Zelfstandigen;123
Vrouwen;M Specialistische zakelijke diensten;2013;Arbeidsjaren;Werknemers;144
Vrouwen;M Specialistische zakelijke diensten;2013;Arbeidsjaren;Zelfstandigen;51
Vrouwen;M Specialistische zakelijke diensten;2013;Gewerkte uren;Werknemers;246
Vrouwen;M Specialistische zakelijke diensten;2013;Gewerkte uren;Zelfstandigen;106
Vrouwen;M Specialistische zakelijke diensten;2014;Werkzame personen;Werknemers;194
Vrouwen;M Specialistische zakelijke diensten;2014;Werkzame personen;Zelfstandigen;95
Vrouwen;M Specialistische zakelijke diensten;2014;Banen;Werknemers;200
Vrouwen;M Specialistische zakelijke diensten;2014;Banen;Zelfstandigen;126
Vrouwen;M Specialistische zakelijke diensten;2014;Arbeidsjaren;Werknemers;145
Vrouwen;M Specialistische zakelijke diensten;2014;Arbeidsjaren;Zelfstandigen;54
Vrouwen;M Specialistische zakelijke diensten;2014;Gewerkte uren;Werknemers;249
Vrouwen;M Specialistische zakelijke diensten;2014;Gewerkte uren;Zelfstandigen;113
Vrouwen;M Specialistische zakelijke diensten;2015;Werkzame personen;Werknemers;192
Vrouwen;M Specialistische zakelijke diensten;2015;Werkzame personen;Zelfstandigen;96
Vrouwen;M Specialistische zakelijke diensten;2015;Banen;Werknemers;205
Vrouwen;M Specialistische zakelijke diensten;2015;Banen;Zelfstandigen;131
Vrouwen;M Specialistische zakelijke diensten;2015;Arbeidsjaren;Werknemers;150
Vrouwen;M Specialistische zakelijke diensten;2015;Arbeidsjaren;Zelfstandigen;59
Vrouwen;M Specialistische zakelijke diensten;2015;Gewerkte uren;Werknemers;258
Vrouwen;M Specialistische zakelijke diensten;2015;Gewerkte uren;Zelfstandigen;124
Vrouwen;M Specialistische zakelijke diensten;2016;Werkzame personen;Werknemers;198
Vrouwen;M Specialistische zakelijke diensten;2016;Werkzame personen;Zelfstandigen;97
Vrouwen;M Specialistische zakelijke diensten;2016;Banen;Werknemers;212
Vrouwen;M Specialistische zakelijke diensten;2016;Banen;Zelfstandigen;133
Vrouwen;M Specialistische zakelijke diensten;2016;Arbeidsjaren;Werknemers;156
Vrouwen;M Specialistische zakelijke diensten;2016;Arbeidsjaren;Zelfstandigen;60
Vrouwen;M Specialistische zakelijke diensten;2016;Gewerkte uren;Werknemers;269
Vrouwen;M Specialistische zakelijke diensten;2016;Gewerkte uren;Zelfstandigen;123
Vrouwen;M Specialistische zakelijke diensten;2017;Werkzame personen;Werknemers;203
Vrouwen;M Specialistische zakelijke diensten;2017;Werkzame personen;Zelfstandigen;100
Vrouwen;M Specialistische zakelijke diensten;2017;Banen;Werknemers;217
Vrouwen;M Specialistische zakelijke diensten;2017;Banen;Zelfstandigen;137
Vrouwen;M Specialistische zakelijke diensten;2017;Arbeidsjaren;Werknemers;160
Vrouwen;M Specialistische zakelijke diensten;2017;Arbeidsjaren;Zelfstandigen;63
Vrouwen;M Specialistische zakelijke diensten;2017;Gewerkte uren;Werknemers;276
Vrouwen;M Specialistische zakelijke diensten;2017;Gewerkte uren;Zelfstandigen;129
Vrouwen;M Specialistische zakelijke diensten;2018;Werkzame personen;Werknemers;211
Vrouwen;M Specialistische zakelijke diensten;2018;Werkzame personen;Zelfstandigen;102
Vrouwen;M Specialistische zakelijke diensten;2018;Banen;Werknemers;225
Vrouwen;M Specialistische zakelijke diensten;2018;Banen;Zelfstandigen;141
Vrouwen;M Specialistische zakelijke diensten;2018;Arbeidsjaren;Werknemers;167
Vrouwen;M Specialistische zakelijke diensten;2018;Arbeidsjaren;Zelfstandigen;66
Vrouwen;M Specialistische zakelijke diensten;2018;Gewerkte uren;Werknemers;287
Vrouwen;M Specialistische zakelijke diensten;2018;Gewerkte uren;Zelfstandigen;132
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Werkzame personen;Werknemers;315
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Werkzame personen;Zelfstandigen;230
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Banen;Werknemers;361
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Banen;Zelfstandigen;314
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Arbeidsjaren;Werknemers;204
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Arbeidsjaren;Zelfstandigen;85
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Gewerkte uren;Werknemers;347
Vrouwen;N Verhuur en overige zakelijke diensten;2013;Gewerkte uren;Zelfstandigen;163
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Werkzame personen;Werknemers;324
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Werkzame personen;Zelfstandigen;232
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Banen;Werknemers;371
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Banen;Zelfstandigen;316
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Arbeidsjaren;Werknemers;212
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Arbeidsjaren;Zelfstandigen;87
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Gewerkte uren;Werknemers;362
Vrouwen;N Verhuur en overige zakelijke diensten;2014;Gewerkte uren;Zelfstandigen;165
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Werkzame personen;Werknemers;350
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Werkzame personen;Zelfstandigen;233
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Banen;Werknemers;400
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Banen;Zelfstandigen;317
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Arbeidsjaren;Werknemers;230
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Arbeidsjaren;Zelfstandigen;88
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Gewerkte uren;Werknemers;391
Vrouwen;N Verhuur en overige zakelijke diensten;2015;Gewerkte uren;Zelfstandigen;165
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Werkzame personen;Werknemers;374
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Werkzame personen;Zelfstandigen;235
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Banen;Werknemers;425
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Banen;Zelfstandigen;319
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Arbeidsjaren;Werknemers;248
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Arbeidsjaren;Zelfstandigen;89
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Gewerkte uren;Werknemers;423
Vrouwen;N Verhuur en overige zakelijke diensten;2016;Gewerkte uren;Zelfstandigen;168
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Werkzame personen;Werknemers;399
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Werkzame personen;Zelfstandigen;237
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Banen;Werknemers;455
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Banen;Zelfstandigen;323
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Arbeidsjaren;Werknemers;267
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Arbeidsjaren;Zelfstandigen;90
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Gewerkte uren;Werknemers;460
Vrouwen;N Verhuur en overige zakelijke diensten;2017;Gewerkte uren;Zelfstandigen;169
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Werkzame personen;Werknemers;421
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Werkzame personen;Zelfstandigen;240
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Banen;Werknemers;477
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Banen;Zelfstandigen;327
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Arbeidsjaren;Werknemers;287
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Arbeidsjaren;Zelfstandigen;92
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Gewerkte uren;Werknemers;489
Vrouwen;N Verhuur en overige zakelijke diensten;2018;Gewerkte uren;Zelfstandigen;174
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Werkzame personen;Werknemers;195
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Werkzame personen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Banen;Werknemers;200
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Banen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Arbeidsjaren;Werknemers;165
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Arbeidsjaren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Gewerkte uren;Werknemers;261
Vrouwen;O Openbaar bestuur en overheidsdiensten;2013;Gewerkte uren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Werkzame personen;Werknemers;193
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Werkzame personen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Banen;Werknemers;198
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Banen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Arbeidsjaren;Werknemers;164
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Arbeidsjaren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Gewerkte uren;Werknemers;262
Vrouwen;O Openbaar bestuur en overheidsdiensten;2014;Gewerkte uren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Werkzame personen;Werknemers;190
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Werkzame personen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Banen;Werknemers;195
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Banen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Arbeidsjaren;Werknemers;163
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Arbeidsjaren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Gewerkte uren;Werknemers;256
Vrouwen;O Openbaar bestuur en overheidsdiensten;2015;Gewerkte uren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Werkzame personen;Werknemers;192
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Werkzame personen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Banen;Werknemers;197
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Banen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Arbeidsjaren;Werknemers;165
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Arbeidsjaren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Gewerkte uren;Werknemers;260
Vrouwen;O Openbaar bestuur en overheidsdiensten;2016;Gewerkte uren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Werkzame personen;Werknemers;198
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Werkzame personen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Banen;Werknemers;203
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Banen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Arbeidsjaren;Werknemers;170
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Arbeidsjaren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Gewerkte uren;Werknemers;267
Vrouwen;O Openbaar bestuur en overheidsdiensten;2017;Gewerkte uren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Werkzame personen;Werknemers;204
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Werkzame personen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Banen;Werknemers;209
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Banen;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Arbeidsjaren;Werknemers;175
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Arbeidsjaren;Zelfstandigen;0
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Gewerkte uren;Werknemers;278
Vrouwen;O Openbaar bestuur en overheidsdiensten;2018;Gewerkte uren;Zelfstandigen;0
Vrouwen;P Onderwijs;2013;Werkzame personen;Werknemers;301
Vrouwen;P Onderwijs;2013;Werkzame personen;Zelfstandigen;20
Vrouwen;P Onderwijs;2013;Banen;Werknemers;319
Vrouwen;P Onderwijs;2013;Banen;Zelfstandigen;32
Vrouwen;P Onderwijs;2013;Arbeidsjaren;Werknemers;218
Vrouwen;P Onderwijs;2013;Arbeidsjaren;Zelfstandigen;17
Vrouwen;P Onderwijs;2013;Gewerkte uren;Werknemers;332
Vrouwen;P Onderwijs;2013;Gewerkte uren;Zelfstandigen;33
Vrouwen;P Onderwijs;2014;Werkzame personen;Werknemers;301
Vrouwen;P Onderwijs;2014;Werkzame personen;Zelfstandigen;21
Vrouwen;P Onderwijs;2014;Banen;Werknemers;319
Vrouwen;P Onderwijs;2014;Banen;Zelfstandigen;34
Vrouwen;P Onderwijs;2014;Arbeidsjaren;Werknemers;219
Vrouwen;P Onderwijs;2014;Arbeidsjaren;Zelfstandigen;18
Vrouwen;P Onderwijs;2014;Gewerkte uren;Werknemers;336
Vrouwen;P Onderwijs;2014;Gewerkte uren;Zelfstandigen;36
Vrouwen;P Onderwijs;2015;Werkzame personen;Werknemers;303
Vrouwen;P Onderwijs;2015;Werkzame personen;Zelfstandigen;22
Vrouwen;P Onderwijs;2015;Banen;Werknemers;323
Vrouwen;P Onderwijs;2015;Banen;Zelfstandigen;36
Vrouwen;P Onderwijs;2015;Arbeidsjaren;Werknemers;223
Vrouwen;P Onderwijs;2015;Arbeidsjaren;Zelfstandigen;18
Vrouwen;P Onderwijs;2015;Gewerkte uren;Werknemers;341
Vrouwen;P Onderwijs;2015;Gewerkte uren;Zelfstandigen;38
Vrouwen;P Onderwijs;2016;Werkzame personen;Werknemers;307
Vrouwen;P Onderwijs;2016;Werkzame personen;Zelfstandigen;24
Vrouwen;P Onderwijs;2016;Banen;Werknemers;327
Vrouwen;P Onderwijs;2016;Banen;Zelfstandigen;39
Vrouwen;P Onderwijs;2016;Arbeidsjaren;Werknemers;228
Vrouwen;P Onderwijs;2016;Arbeidsjaren;Zelfstandigen;21
Vrouwen;P Onderwijs;2016;Gewerkte uren;Werknemers;351
Vrouwen;P Onderwijs;2016;Gewerkte uren;Zelfstandigen;43
Vrouwen;P Onderwijs;2017;Werkzame personen;Werknemers;312
Vrouwen;P Onderwijs;2017;Werkzame personen;Zelfstandigen;26
Vrouwen;P Onderwijs;2017;Banen;Werknemers;331
Vrouwen;P Onderwijs;2017;Banen;Zelfstandigen;42
Vrouwen;P Onderwijs;2017;Arbeidsjaren;Werknemers;230
Vrouwen;P Onderwijs;2017;Arbeidsjaren;Zelfstandigen;22
Vrouwen;P Onderwijs;2017;Gewerkte uren;Werknemers;355
Vrouwen;P Onderwijs;2017;Gewerkte uren;Zelfstandigen;47
Vrouwen;P Onderwijs;2018;Werkzame personen;Werknemers;318
Vrouwen;P Onderwijs;2018;Werkzame personen;Zelfstandigen;28
Vrouwen;P Onderwijs;2018;Banen;Werknemers;337
Vrouwen;P Onderwijs;2018;Banen;Zelfstandigen;45
Vrouwen;P Onderwijs;2018;Arbeidsjaren;Werknemers;235
Vrouwen;P Onderwijs;2018;Arbeidsjaren;Zelfstandigen;23
Vrouwen;P Onderwijs;2018;Gewerkte uren;Werknemers;363
Vrouwen;P Onderwijs;2018;Gewerkte uren;Zelfstandigen;48
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Werkzame personen;Werknemers;1031
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Werkzame personen;Zelfstandigen;133
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Banen;Werknemers;1108
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Banen;Zelfstandigen;189
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Arbeidsjaren;Werknemers;728
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Arbeidsjaren;Zelfstandigen;84
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Gewerkte uren;Werknemers;1090
Vrouwen;Q Gezondheids- en welzijnszorg;2013;Gewerkte uren;Zelfstandigen;173
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Werkzame personen;Werknemers;1007
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Werkzame personen;Zelfstandigen;133
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Banen;Werknemers;1080
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Banen;Zelfstandigen;188
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Arbeidsjaren;Werknemers;715
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Arbeidsjaren;Zelfstandigen;86
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Gewerkte uren;Werknemers;1075
Vrouwen;Q Gezondheids- en welzijnszorg;2014;Gewerkte uren;Zelfstandigen;176
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Werkzame personen;Werknemers;987
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Werkzame personen;Zelfstandigen;136
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Banen;Werknemers;1059
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Banen;Zelfstandigen;193
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Arbeidsjaren;Werknemers;704
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Arbeidsjaren;Zelfstandigen;87
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Gewerkte uren;Werknemers;1057
Vrouwen;Q Gezondheids- en welzijnszorg;2015;Gewerkte uren;Zelfstandigen;177
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Werkzame personen;Werknemers;981
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Werkzame personen;Zelfstandigen;140
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Banen;Werknemers;1052
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Banen;Zelfstandigen;199
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Arbeidsjaren;Werknemers;702
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Arbeidsjaren;Zelfstandigen;92
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Gewerkte uren;Werknemers;1064
Vrouwen;Q Gezondheids- en welzijnszorg;2016;Gewerkte uren;Zelfstandigen;184
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Werkzame personen;Werknemers;1002
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Werkzame personen;Zelfstandigen;143
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Banen;Werknemers;1075
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Banen;Zelfstandigen;203
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Arbeidsjaren;Werknemers;712
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Arbeidsjaren;Zelfstandigen;96
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Gewerkte uren;Werknemers;1088
Vrouwen;Q Gezondheids- en welzijnszorg;2017;Gewerkte uren;Zelfstandigen;194
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Werkzame personen;Werknemers;1031
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Werkzame personen;Zelfstandigen;146
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Banen;Werknemers;1106
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Banen;Zelfstandigen;208
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Arbeidsjaren;Werknemers;733
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Arbeidsjaren;Zelfstandigen;99
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Gewerkte uren;Werknemers;1119
Vrouwen;Q Gezondheids- en welzijnszorg;2018;Gewerkte uren;Zelfstandigen;206
Vrouwen;R Cultuur, sport en recreatie;2013;Werkzame personen;Werknemers;54
Vrouwen;R Cultuur, sport en recreatie;2013;Werkzame personen;Zelfstandigen;25
Vrouwen;R Cultuur, sport en recreatie;2013;Banen;Werknemers;66
Vrouwen;R Cultuur, sport en recreatie;2013;Banen;Zelfstandigen;35
Vrouwen;R Cultuur, sport en recreatie;2013;Arbeidsjaren;Werknemers;35
Vrouwen;R Cultuur, sport en recreatie;2013;Arbeidsjaren;Zelfstandigen;23
Vrouwen;R Cultuur, sport en recreatie;2013;Gewerkte uren;Werknemers;57
Vrouwen;R Cultuur, sport en recreatie;2013;Gewerkte uren;Zelfstandigen;51
Vrouwen;R Cultuur, sport en recreatie;2014;Werkzame personen;Werknemers;54
Vrouwen;R Cultuur, sport en recreatie;2014;Werkzame personen;Zelfstandigen;27
Vrouwen;R Cultuur, sport en recreatie;2014;Banen;Werknemers;66
Vrouwen;R Cultuur, sport en recreatie;2014;Banen;Zelfstandigen;37
Vrouwen;R Cultuur, sport en recreatie;2014;Arbeidsjaren;Werknemers;35
Vrouwen;R Cultuur, sport en recreatie;2014;Arbeidsjaren;Zelfstandigen;23
Vrouwen;R Cultuur, sport en recreatie;2014;Gewerkte uren;Werknemers;57
Vrouwen;R Cultuur, sport en recreatie;2014;Gewerkte uren;Zelfstandigen;49
Vrouwen;R Cultuur, sport en recreatie;2015;Werkzame personen;Werknemers;54
Vrouwen;R Cultuur, sport en recreatie;2015;Werkzame personen;Zelfstandigen;27
Vrouwen;R Cultuur, sport en recreatie;2015;Banen;Werknemers;66
Vrouwen;R Cultuur, sport en recreatie;2015;Banen;Zelfstandigen;38
Vrouwen;R Cultuur, sport en recreatie;2015;Arbeidsjaren;Werknemers;35
Vrouwen;R Cultuur, sport en recreatie;2015;Arbeidsjaren;Zelfstandigen;25
